,avg_word_length,TTR,average_sentence_length,FK_Score,complexity
52,4.568471337579618,0.5859872611464968,19.03030303030303,67.89,easy
53,5.132231404958677,0.6115702479338843,16.805555555555557,61.87,easy
54,5.0813953488372094,0.689922480620155,18.428571428571427,58.32,easy
55,4.74475138121547,0.5513812154696133,17.07547169811321,70.43,easy
56,4.328571428571428,0.8142857142857143,11.666666666666666,79.3,easy
57,4.606741573033708,0.8202247191011236,12.714285714285714,78.99,easy
58,5.183023872679045,0.6976127320954907,19.842105263157894,65.96,easy
59,4.5853174603174605,0.6071428571428571,15.75,71.44,easy
60,4.753191489361702,0.6723404255319149,18.076923076923077,66.88,easy
61,4.667420814479638,0.5475113122171946,22.1,63.63,easy
62,4.381139489194499,0.5442043222003929,15.424242424242424,80.21,easy
63,4.783783783783784,0.5594594594594594,17.61904761904762,68.7,easy
64,5.076335877862595,0.7099236641221374,18.714285714285715,57.91,easy
65,4.972972972972973,0.8918918918918919,7.4,67.76,easy
66,5.26525198938992,0.6419098143236074,22.176470588235293,46.2,easy
67,4.854838709677419,0.5403225806451613,20.0,55.78,easy
68,5.25,0.7025862068965517,16.571428571428573,68.81,easy
69,5.020491803278689,0.5655737704918032,20.333333333333332,57.5,easy
70,4.654627539503386,0.5959367945823928,15.821428571428571,71.14,easy
71,4.742268041237113,0.7731958762886598,12.125,72.16,easy
72,4.767965367965368,0.47705627705627707,19.913793103448278,59.53,easy
73,4.383292383292384,0.5872235872235873,20.35,72.7,easy
74,4.48605577689243,0.5617529880478087,10.91304347826087,84.78,easy
75,4.87321063394683,0.5419222903885481,23.285714285714285,53.95,easy
76,4.712990936555891,0.6042296072507553,18.38888888888889,67.59,easy
77,5.0,0.6842105263157895,19.0,56.89,easy
78,5.028112449799197,0.6626506024096386,16.6,60.55,easy
79,4.697478991596639,0.6638655462184874,18.307692307692307,66.57,easy
80,4.021505376344086,0.8064516129032258,11.625,90.29,easy
81,4.483739837398374,0.6300813008130082,16.4,69.52,easy
82,4.515,0.645,15.384615384615385,78.59,easy
83,5.117924528301887,0.610062893081761,19.875,57.81,easy
84,4.668032786885246,0.610655737704918,13.555555555555555,72.97,easy
85,4.6371681415929205,0.6430678466076696,16.142857142857142,66.98,easy
86,5.092105263157895,0.6236842105263158,18.095238095238095,59.74,easy
87,4.867924528301887,0.6839622641509434,14.133333333333333,63.49,easy
88,4.650130548302872,0.5691906005221932,16.652173913043477,70.02,easy
89,5.462328767123288,0.5958904109589042,19.466666666666665,40.28,easy
90,4.732095490716181,0.6816976127320955,19.842105263157894,63.12,easy
91,5.019900497512438,0.5124378109452736,18.697674418604652,60.04,easy
92,4.968253968253968,0.5386904761904762,25.2,53.14,easy
93,5.014150943396227,0.6580188679245284,16.96,62.17,easy
94,4.989130434782608,0.3717391304347826,10.222222222222221,68.16,easy
95,5.017021276595744,0.6425531914893617,15.666666666666666,61.67,easy
96,4.604854368932039,0.5262135922330097,21.458333333333332,66.27,easy
97,4.655518394648829,0.5668896321070234,14.95,73.68,easy
98,5.084848484848485,0.696969696969697,13.75,63.29,easy
99,5.453571428571428,0.675,17.5,51.28,easy
100,4.39344262295082,0.819672131147541,10.166666666666666,73.17,easy
101,5.341736694677871,0.6638655462184874,16.227272727272727,53.41,easy
102,4.781094527363184,0.6965174129353234,11.166666666666666,75.0,easy
103,4.592307692307692,0.6538461538461539,15.294117647058824,70.84,easy
104,4.696969696969697,0.6439393939393939,20.307692307692307,64.14,easy
105,5.082051282051282,0.6923076923076923,19.5,55.27,easy
106,5.136363636363637,0.534965034965035,7.72972972972973,70.6,easy
107,4.915300546448087,0.6284153005464481,19.263157894736842,58.32,easy
108,4.860294117647059,0.7720588235294118,15.11111111111111,69.01,easy
109,4.467258601553829,0.4816870144284129,23.102564102564102,64.44,easy
110,5.403846153846154,0.7019230769230769,13.866666666666667,55.34,easy
111,4.7744,0.5552,24.03846153846154,62.21,easy
112,4.5964912280701755,0.9122807017543859,11.4,77.87,easy
113,4.676923076923077,0.5604395604395604,21.666666666666668,65.46,easy
114,5.372881355932203,0.6313559322033898,12.421052631578947,57.67,easy
115,4.992050874403816,0.6232114467408585,17.47222222222222,62.27,easy
116,5.110204081632653,0.5693877551020409,19.215686274509803,59.74,easy
117,5.057750759878419,0.6443768996960486,19.352941176470587,57.71,easy
118,4.835016835016835,0.5925925925925926,22.846153846153847,53.04,easy
119,5.185714285714286,0.7238095238095238,16.153846153846153,60.95,easy
120,5.015657620041754,0.524008350730689,23.95,55.27,easy
121,5.002427184466019,0.5800970873786407,20.6,58.21,easy
122,4.631147540983607,0.7377049180327869,15.25,67.89,easy
123,4.213333333333333,0.7733333333333333,10.714285714285714,71.78,easy
124,4.9392523364485985,0.719626168224299,21.4,61.4,easy
125,4.824561403508772,0.7894736842105263,14.25,69.31,easy
126,5.232,0.672,14.705882352941176,61.87,easy
127,4.951871657754011,0.6577540106951871,17.0,67.38,easy
128,5.1918238993710695,0.6320754716981132,15.9,70.53,easy
129,4.46969696969697,0.803030303030303,11.0,80.31,easy
130,5.089743589743589,0.7692307692307693,11.142857142857142,55.84,easy
131,4.5064935064935066,0.7922077922077922,11.0,72.97,easy
132,4.640973630831643,0.5537525354969574,18.25925925925926,68.4,easy
133,4.934383202099737,0.6167979002624672,18.142857142857142,57.2,easy
134,4.857142857142857,0.683982683982684,17.76923076923077,58.72,easy
135,4.606741573033708,0.6479400749063671,24.272727272727273,65.86,easy
136,5.218934911242603,0.7100591715976331,18.77777777777778,47.42,easy
137,4.818181818181818,0.6477272727272727,17.6,67.89,easy
138,4.951754385964913,0.7192982456140351,13.411764705882353,73.07,easy
139,4.37434554973822,0.581151832460733,12.32258064516129,80.11,easy
140,4.796610169491525,0.847457627118644,9.833333333333334,73.68,easy
141,4.387218045112782,0.5808270676691729,19.703703703703702,75.34,easy
142,4.736024844720497,0.639751552795031,20.125,65.25,easy
143,5.142045454545454,0.7102272727272727,14.666666666666666,53.71,easy
144,4.530864197530864,0.691358024691358,14.727272727272727,78.69,easy
145,4.36,0.636,13.88888888888889,77.77,easy
146,4.732323232323233,0.6919191919191919,18.0,66.17,easy
147,4.913669064748201,0.60431654676259,19.857142857142858,64.95,easy
148,4.578397212543554,0.6376306620209059,19.133333333333333,66.07,easy
149,4.790901835594573,0.4972067039106145,25.571428571428573,62.11,easy
150,4.725910064239828,0.556745182012848,20.304347826086957,67.99,easy
151,4.742857142857143,0.5924812030075188,21.451612903225808,65.25,easy
152,4.881188118811881,0.8316831683168316,10.1,67.25,easy
153,5.207616707616707,0.39803439803439805,11.150684931506849,76.52,easy
154,4.287564766839378,0.43609671848013815,13.310344827586206,83.05,easy
155,4.8932926829268295,0.6585365853658537,17.263157894736842,69.92,easy
156,4.904761904761905,0.6845238095238095,16.8,58.72,easy
157,5.076687116564417,0.5950920245398773,19.176470588235293,58.01,easy
158,4.823529411764706,0.6470588235294118,19.833333333333332,66.57,easy
159,4.919831223628692,0.6835443037974683,15.8,69.92,easy
160,4.885714285714286,0.8714285714285714,10.0,65.93,easy
161,5.005714285714285,0.5657142857142857,21.0,57.81,easy
162,4.714285714285714,0.8285714285714286,11.666666666666666,79.3,easy
163,4.824074074074074,0.6898148148148148,19.636363636363637,64.14,easy
164,4.96,0.88,10.714285714285714,64.91,easy
165,5.3,0.7764705882352941,18.88888888888889,47.01,easy
166,4.646464646464646,0.5757575757575758,19.8,65.25,easy
167,4.976284584980237,0.5849802371541502,23.0,54.46,easy
168,4.761670761670762,0.5552825552825553,16.958333333333332,69.62,easy
169,4.700680272108843,0.8027210884353742,12.25,72.05,easy
170,5.048090523338048,0.5473833097595474,19.63888888888889,59.03,easy
171,5.061674008810573,0.6828193832599119,16.214285714285715,55.13,easy
172,4.893300248138958,0.5806451612903226,21.210526315789473,64.44,easy
173,4.665048543689321,0.6407766990291263,14.714285714285714,79.6,easy
174,4.764705882352941,0.8823529411764706,5.666666666666667,72.16,easy
175,5.024390243902439,0.7926829268292683,13.666666666666666,67.79,easy
176,4.55054432348367,0.5381026438569206,17.86111111111111,77.67,easy
177,4.682926829268292,0.624390243902439,15.76923076923077,78.08,easy
178,5.328282828282828,0.6868686868686869,14.142857142857142,54.93,easy
179,4.89568706118355,0.5646940822467402,17.803571428571427,62.98,easy
180,5.110294117647059,0.7573529411764706,15.11111111111111,60.35,easy
181,4.6936339522546415,0.5411140583554377,22.848484848484848,64.64,easy
182,4.845323741007194,0.5503597122302158,17.375,59.84,easy
183,4.9864158829676075,0.5141065830721003,19.9375,59.43,easy
184,5.259332023575639,0.5658153241650294,21.208333333333332,48.13,easy
185,5.109756097560975,0.6788617886178862,14.470588235294118,54.93,easy
186,4.726190476190476,0.7380952380952381,16.8,75.74,easy
187,5.074829931972789,0.6870748299319728,18.375,62.48,easy
188,4.7894736842105265,0.9078947368421053,15.2,73.37,easy
189,4.831831831831832,0.5945945945945946,19.58823529411765,67.59,easy
190,4.851282051282051,0.6358974358974359,16.25,60.24,easy
191,4.615384615384615,0.7863247863247863,13.0,71.55,easy
192,4.721311475409836,0.6338797814207651,14.076923076923077,80.11,easy
193,5.351851851851852,0.9074074074074074,10.8,70.43,easy
194,5.229787234042553,0.597872340425532,18.8,52.49,easy
195,4.7995283018867925,0.5943396226415094,20.19047619047619,57.4,easy
196,5.135467980295567,0.6133004926108374,19.333333333333332,57.1,easy
197,4.9621380846325165,0.5835189309576837,17.96,61.06,easy
198,5.0,0.9166666666666666,6.0,59.8,easy
199,4.70703125,0.68359375,9.142857142857142,86.5,easy
200,4.4907407407407405,0.6759259259259259,12.0,72.87,easy
201,4.802013422818792,0.6040268456375839,16.555555555555557,59.94,easy
202,4.886153846153846,0.6061538461538462,20.3125,65.05,easy
203,4.908116385911179,0.5482388973966309,20.40625,57.3,easy
204,4.420289855072464,0.782608695652174,13.8,65.35,easy
205,4.537735849056604,0.660377358490566,17.666666666666668,67.38,easy
206,5.2936507936507935,0.6190476190476191,19.894736842105264,48.94,easy
207,5.239680426098535,0.5459387483355526,22.08823529411765,47.72,easy
208,4.754512635379061,0.6173285198555957,18.466666666666665,66.88,easy
209,4.834883720930232,0.4686046511627907,26.875,51.01,easy
210,4.967032967032967,0.7472527472527473,13.0,61.67,easy
211,4.902298850574713,0.7126436781609196,15.818181818181818,60.45,easy
212,4.705179282868526,0.6573705179282868,19.307692307692307,65.46,easy
213,5.072727272727272,0.8272727272727273,10.0,76.11,easy
214,5.350230414746544,0.6566820276497696,15.5,54.73,easy
215,5.0,0.6276595744680851,14.1,62.07,easy
216,4.412955465587045,0.659919028340081,20.583333333333332,63.83,easy
217,4.803418803418803,0.7692307692307693,16.714285714285715,60.35,easy
218,4.592592592592593,0.7777777777777778,11.571428571428571,72.16,easy
219,4.853658536585366,0.8780487804878049,8.2,66.44,easy
220,4.853658536585366,0.7398373983739838,15.375,59.33,easy
221,4.781621621621621,0.5848648648648649,22.5609756097561,64.44,easy
222,5.003267973856209,0.6797385620915033,17.0,68.2,easy
223,5.121794871794871,0.7756410256410257,12.0,74.08,easy
224,4.386072083078803,0.42883323152107516,19.03488372093023,77.47,easy
225,4.878136200716846,0.5232974910394266,23.25,54.26,easy
226,4.839243498817967,0.574468085106383,22.864864864864863,56.18,easy
227,4.374193548387097,0.6,15.5,75.95,easy
228,5.63855421686747,0.8795180722891566,11.857142857142858,50.67,easy
229,5.149171270718232,0.7016574585635359,15.083333333333334,61.67,easy
230,4.850746268656716,0.6507462686567164,22.333333333333332,65.96,easy
231,5.092592592592593,0.9814814814814815,10.8,66.44,easy
232,5.157575757575757,0.6848484848484848,15.0,61.46,easy
233,4.950617283950617,0.54673721340388,16.676470588235293,61.97,easy
234,4.783613445378151,0.5756302521008403,22.666666666666668,55.78,easy
235,5.2745098039215685,0.7908496732026143,13.909090909090908,54.32,easy
236,5.069078947368421,0.6085526315789473,13.818181818181818,63.8,easy
237,5.009009009009009,0.7342342342342343,13.875,61.26,easy
238,4.990123456790124,0.5753086419753086,17.608695652173914,60.55,easy
239,5.225925925925926,0.6962962962962963,19.285714285714285,48.74,easy
240,4.923913043478261,0.8369565217391305,13.142857142857142,61.46,easy
241,5.1498637602179835,0.5722070844686649,21.58823529411765,55.17,easy
242,5.037974683544304,0.569620253164557,19.75,55.98,easy
243,4.958115183246074,0.6256544502617801,16.608695652173914,61.67,easy
244,4.806569343065694,0.5492700729927007,19.571428571428573,59.53,easy
245,4.611111111111111,0.7361111111111112,10.285714285714286,82.44,easy
246,4.784688995215311,0.5765550239234449,24.58823529411765,60.28,easy
247,4.72289156626506,0.6566265060240963,22.133333333333333,62.51,easy
248,4.986046511627907,0.6,16.973684210526315,61.36,easy
249,5.514150943396227,0.6745283018867925,16.307692307692307,35.07,easy
250,5.076023391812866,0.7660818713450293,6.107142857142857,72.42,easy
251,5.047008547008547,0.6581196581196581,15.6,54.63,easy
252,4.673469387755102,0.8367346938775511,9.8,63.7,easy
253,4.856077554064131,0.3773303504847129,13.683673469387756,72.46,easy
254,5.103565365025467,0.5432937181663837,21.035714285714285,56.39,easy
255,4.796536796536796,0.7229437229437229,15.4,70.43,easy
256,4.884057971014493,0.7971014492753623,8.625,68.47,easy
257,4.968197879858657,0.607773851590106,18.866666666666667,57.91,easy
258,5.064467766116942,0.5667166416791605,25.653846153846153,51.72,easy
259,4.3076923076923075,0.8333333333333334,11.142857142857142,81.22,easy
260,4.7574750830564785,0.5963455149501661,16.72222222222222,70.53,easy
261,4.817073170731708,0.6676829268292683,18.22222222222222,67.69,easy
262,4.684210526315789,0.7033492822966507,16.076923076923077,77.67,easy
263,5.539419087136929,0.6846473029045643,17.214285714285715,42.72,easy
264,4.621951219512195,0.516260162601626,18.0,70.33,easy
265,4.94488188976378,0.6318897637795275,21.166666666666668,57.61,easy
266,4.684873949579832,0.6764705882352942,18.307692307692307,66.57,easy
267,4.755172413793104,0.5431034482758621,22.307692307692307,63.93,easy
268,4.5974576271186445,0.6228813559322034,19.666666666666668,73.0,easy
269,4.726591760299626,0.5930087390761548,18.627906976744185,68.6,easy
270,5.195530726256983,0.6368715083798883,22.375,57.3,easy
271,4.708661417322834,0.7637795275590551,7.055555555555555,87.01,easy
272,5.039735099337748,0.7284768211920529,13.727272727272727,62.98,easy
273,5.030864197530864,0.6450617283950617,14.08695652173913,64.3,easy
274,4.923076923076923,0.6820512820512821,19.5,55.47,easy
275,5.185589519650655,0.6441048034934498,18.32,59.13,easy
276,5.119565217391305,0.6485507246376812,18.4,58.42,easy
277,5.072519083969466,0.6335877862595419,17.466666666666665,59.53,easy
278,5.186147186147186,0.6017316017316018,18.48,51.99,easy
279,4.993311036789297,0.5785953177257525,21.357142857142858,54.76,easy
280,4.773913043478261,0.6550724637681159,19.166666666666668,66.57,easy
281,4.815126050420168,0.7058823529411765,14.875,71.24,easy
282,5.016949152542373,0.6892655367231638,19.666666666666668,54.46,easy
283,4.580976863753214,0.6349614395886889,17.681818181818183,77.16,easy
284,4.872427983539095,0.6790123456790124,15.1875,70.84,easy
285,5.355614973262032,0.6657754010695187,19.68421052631579,57.81,easy
286,4.925311203319502,0.7095435684647303,18.53846153846154,66.27,easy
287,4.847962382445141,0.554858934169279,19.333333333333332,66.88,easy
288,5.179566563467493,0.6904024767801857,17.0,60.85,easy
289,5.089285714285714,0.6473214285714286,18.666666666666668,48.84,easy
290,5.143820224719101,0.5617977528089888,19.347826086956523,58.52,easy
291,4.936329588014981,0.6441947565543071,20.53846153846154,55.37,easy
292,4.569444444444445,0.5117521367521367,16.137931034482758,72.05,easy
293,4.767307692307693,0.573076923076923,19.25925925925926,67.28,easy
294,4.515384615384615,0.6538461538461539,15.294117647058824,70.84,easy
295,4.6838235294117645,0.5900735294117647,21.76,64.44,easy
296,4.932608695652174,0.5934782608695652,18.4,59.84,easy
297,4.801801801801802,0.7072072072072072,14.8,71.14,easy
298,4.762962962962963,0.6648148148148149,17.419354838709676,69.52,easy
299,4.84,0.6666666666666666,16.071428571428573,60.95,easy
300,4.451013513513513,0.5625,15.578947368421053,81.73,easy
301,4.932502596053998,0.5202492211838006,21.886363636363637,57.91,easy
302,4.703883495145631,0.7038834951456311,13.733333333333333,69.52,easy
303,4.511961722488039,0.6889952153110048,19.0,73.41,easy
304,5.065217391304348,0.6956521739130435,15.333333333333334,60.04,easy
305,5.0,0.9818181818181818,13.75,60.99,easy
306,4.980707395498392,0.6237942122186495,19.4375,57.5,easy
307,5.135231316725979,0.6120996441281139,17.5625,51.18,easy
308,4.6014362657091565,0.5403949730700179,18.566666666666666,68.2,easy
309,5.044822256568779,0.6213292117465224,17.486486486486488,61.16,easy
310,5.1192660550458715,0.5825688073394495,16.76923076923077,59.94,easy
311,4.8632911392405065,0.6075949367088608,17.954545454545453,68.4,easy
312,4.8953068592057765,0.6245487364620939,17.3125,59.94,easy
313,4.86144578313253,0.7108433734939759,15.090909090909092,61.36,easy
314,4.965675057208238,0.585812356979405,16.807692307692307,60.65,easy
315,4.608058608058608,0.6043956043956044,18.2,67.18,easy
316,4.757225433526012,0.42846820809248554,27.137254901960784,60.48,easy
317,5.019873532068654,0.5429087624209575,23.0625,59.33,easy
318,4.70125786163522,0.550314465408805,16.736842105263158,69.01,easy
319,5.248979591836735,0.5897959183673469,16.333333333333332,50.87,easy
320,5.222689075630252,0.6197478991596639,21.636363636363637,47.32,easy
321,4.904205607476635,0.6098130841121495,21.4,55.98,easy
322,5.104454685099847,0.5092165898617511,21.0,49.96,easy
323,5.074074074074074,0.6990740740740741,15.428571428571429,61.87,easy
324,4.6068376068376065,0.6282051282051282,14.625,66.88,easy
325,4.662239089184061,0.5218216318785579,19.51851851851852,58.92,easy
326,4.4301369863013695,0.5328767123287671,23.548387096774192,63.32,easy
327,4.25,1.0,6.0,85.69,easy
328,4.946308724832215,0.6476510067114094,17.529411764705884,51.48,easy
329,4.714285714285714,0.8775510204081632,9.8,72.16,easy
330,4.3979591836734695,0.7551020408163265,14.0,77.16,easy
331,4.5814814814814815,0.7074074074074074,15.0,71.34,easy
332,4.548728813559322,0.5889830508474576,16.275862068965516,72.56,easy
333,4.478947368421053,0.6736842105263158,17.272727272727273,75.54,easy
334,4.872427983539095,0.5761316872427984,19.44,66.98,easy
335,5.363636363636363,0.8909090909090909,11.0,53.21,easy
336,4.904645476772616,0.6014669926650367,18.59090909090909,59.23,easy
337,5.126163391933816,0.5573940020682523,20.574468085106382,49.86,easy
338,5.188679245283019,0.7421383647798742,5.482758620689655,72.93,easy
339,4.751968503937008,0.6811023622047244,16.933333333333334,68.6,easy
340,4.63768115942029,0.8405797101449275,11.5,79.6,easy
341,5.104347826086957,0.6463768115942029,15.0,60.65,easy
342,4.702702702702703,0.972972972972973,12.333333333333334,43.4,easy
343,4.7125,0.825,13.333333333333334,68.3,easy
344,4.858267716535433,0.594488188976378,18.142857142857142,58.52,easy
345,4.35632183908046,0.6896551724137931,15.818181818181818,77.37,easy
346,4.755,0.675,16.666666666666668,68.2,easy
347,4.643772893772894,0.4981684981684982,18.82758620689655,68.81,easy
348,4.877551020408164,0.6428571428571429,19.6,67.69,easy
349,5.21259842519685,0.6692913385826772,19.53846153846154,56.59,easy
350,5.012224938875305,0.58679706601467,19.476190476190474,58.21,easy
351,4.58,0.76,10.0,71.85,easy
352,4.690515806988353,0.5124792013311148,26.130434782608695,60.99,easy
353,5.139150943396227,0.6438679245283019,22.31578947368421,57.5,easy
354,4.725352112676056,0.6690140845070423,14.2,62.17,easy
355,4.661921708185053,0.3665480427046263,11.24,82.85,easy
356,5.005128205128205,0.7333333333333333,17.727272727272727,49.86,easy
357,5.1454545454545455,0.6090909090909091,13.333333333333334,61.36,easy
358,4.462203023758099,0.5205183585313174,14.935483870967742,80.72,easy
359,4.840909090909091,0.7090909090909091,12.222222222222221,66.37,easy
360,4.944444444444445,0.6157407407407407,18.0,60.14,easy
361,4.883720930232558,0.7790697674418605,14.333333333333334,71.14,easy
362,4.726618705035971,0.6906474820143885,17.375,65.05,easy
363,4.996875,0.653125,15.238095238095237,62.98,easy
364,4.996742671009772,0.6775244299674267,18.058823529411764,59.23,easy
365,5.481012658227848,0.8607594936708861,11.285714285714286,64.1,easy
366,4.773255813953488,0.6976744186046512,15.636363636363637,60.65,easy
367,4.8939617083946985,0.5463917525773195,19.970588235294116,58.42,easy
368,4.778523489932886,0.7986577181208053,14.9,69.62,easy
369,4.673139158576052,0.6666666666666666,17.166666666666668,69.01,easy
370,4.802816901408451,0.8732394366197183,14.2,56.89,easy
371,4.809701492537314,0.6343283582089553,17.866666666666667,65.86,easy
372,4.864795918367347,0.5714285714285714,23.058823529411764,65.05,easy
373,4.5285714285714285,0.7857142857142857,10.0,65.93,easy
374,4.918781725888325,0.5854483925549916,20.379310344827587,57.91,easy
375,4.98238747553816,0.5694716242661448,21.291666666666668,56.49,easy
376,5.084889643463497,0.5636672325976231,19.0,59.53,easy
377,4.855018587360595,0.7026022304832714,14.944444444444445,71.34,easy
378,4.915254237288136,0.6779661016949152,19.666666666666668,66.07,easy
379,4.805860805860806,0.5677655677655677,18.82758620689655,59.43,easy
380,5.00711743772242,0.6476868327402135,18.733333333333334,66.57,easy
381,5.153374233128834,0.7147239263803681,20.375,56.49,easy
382,4.608391608391608,0.7342657342657343,14.3,70.33,easy
383,4.7,0.69,13.333333333333334,76.76,easy
384,4.697802197802198,0.7362637362637363,16.545454545454547,76.45,easy
385,4.520315342631898,0.41358399029714976,28.43103448275862,63.63,easy
386,5.071317829457365,0.5736434108527132,17.916666666666668,60.75,easy
387,4.777158774373259,0.5710306406685237,21.11764705882353,64.24,easy
388,5.2784810126582276,0.7172995780590717,16.928571428571427,58.11,easy
389,4.700193423597679,0.5822050290135397,13.256410256410257,74.29,easy
390,4.470817120622568,0.5350194552529183,19.037037037037038,76.15,easy
391,4.644951140065147,0.5863192182410424,17.055555555555557,69.01,easy
392,4.615384615384615,0.5263157894736842,30.875,48.88,easy
393,4.56221198156682,0.663594470046083,18.083333333333332,74.93,easy
394,4.705882352941177,0.7647058823529411,12.142857142857142,71.34,easy
395,4.861003861003861,0.6061776061776062,13.631578947368421,70.94,easy
396,4.573248407643312,0.7133757961783439,13.083333333333334,81.02,easy
397,4.688,0.792,13.88888888888889,78.99,easy
398,4.4982456140350875,0.6175438596491228,23.75,68.03,easy
399,4.906976744186046,0.5837209302325581,20.476190476190474,57.1,easy
400,4.758793969849246,0.628140703517588,18.952380952380953,68.4,easy
401,4.75,0.5134408602150538,21.88235294117647,56.39,easy
402,4.630872483221476,0.7516778523489933,11.461538461538462,74.69,easy
403,4.70026525198939,0.5212201591511937,26.0,62.01,easy
404,4.768211920529802,0.6754966887417219,16.77777777777778,66.67,easy
405,5.246428571428571,0.6392857142857142,17.5,51.28,easy
406,4.377049180327869,0.7295081967213115,15.25,76.35,easy
407,4.968397291196388,0.5372460496613995,18.458333333333332,60.45,easy
408,5.344262295081967,0.5069356872635561,22.02777777777778,47.83,easy
409,4.860383944153577,0.5549738219895288,22.03846153846154,55.88,easy
410,4.811111111111111,0.8444444444444444,15.0,65.76,easy
411,5.091383812010444,0.5822454308093995,21.27777777777778,55.68,easy
412,4.569721115537849,0.6334661354581673,19.307692307692307,73.92,easy
413,5.156424581005586,0.5921787709497207,19.88888888888889,48.84,easy
414,4.885714285714286,0.41688311688311686,10.547945205479452,84.07,easy
415,4.72289156626506,0.8795180722891566,16.6,52.23,easy
416,4.961489088575096,0.5494223363286265,14.69811320754717,62.07,easy
417,5.153846153846154,0.5623342175066313,22.176470588235293,54.46,easy
418,5.332155477031802,0.6749116607773852,15.722222222222221,62.07,easy
419,5.4216417910447765,0.6044776119402985,19.142857142857142,40.38,easy
420,4.428571428571429,0.6510989010989011,18.2,76.35,easy
421,4.909407665505227,0.6585365853658537,16.88235294117647,63.19,easy
422,5.135193133047211,0.5386266094420601,25.88888888888889,50.4,easy
423,4.978494623655914,0.7956989247311828,9.3,68.26,easy
424,4.9772727272727275,0.8863636363636364,11.0,58.11,easy
425,4.714285714285714,0.6224489795918368,13.363636363636363,69.92,easy
426,4.957446808510638,0.648936170212766,16.347826086956523,61.77,easy
427,5.075520833333333,0.5833333333333334,24.0,52.23,easy
428,4.804347826086956,0.6268115942028986,15.333333333333334,68.5,easy
429,4.581749049429658,0.7110266159695817,15.470588235294118,70.73,easy
430,4.8977272727272725,0.8068181818181818,12.571428571428571,62.27,easy
431,4.894736842105263,0.8157894736842105,14.25,52.39,easy
